
Full Report
epoch=1900
numDocs=2117
numTokens=35464
numWords=2785
numTopics=20

TOPIC 0  (total count=2095)
SYMBOL             WORD    COUNT   PROB          Z
pretend(0) possess(13) equal(0) frankness(4) ladyship(17) ask(13) questions(13) choose(0) answer(4) 

DOC 1905
TOPIC    COUNT    PROB
----------------------
    0        2   0.263
   15        2   0.263
    1        1   0.138
   18        1   0.138

borne(15) insist(1) satisfied(15) nephew(18) offer(0) marriage(0) 

DOC 1906
TOPIC    COUNT    PROB
----------------------
   11        1   0.220
   15        1   0.220
   17        1   0.220

ladyship(17) declared(11) impossible(15) 

DOC 1907
TOPIC    COUNT    PROB
----------------------
   14        3   0.310
    2        2   0.210
    3        2   0.210
    0        1   0.110

ought(14) while(3) use(2) reason(14) arts(2) moment(3) forget(14) drawn(0) 

DOC 1908
TOPIC    COUNT    PROB
----------------------
    0        1   0.275
   19        1   0.275

person(19) confess(0) 

DOC 1909
TOPIC    COUNT    PROB
----------------------
   18        4   0.410
    5        2   0.210
    2        1   0.110
   19        1   0.110

language(2) almost(18) nearest(5) relation(18) world(19) entitled(18) dearest(18) concerns(5) 

DOC 1910
TOPIC    COUNT    PROB
----------------------
    0        2   0.300
   18        2   0.300
    7        1   0.157

entitled(18) mine(0) nor(18) behaviour(7) induce(0) 

DOC 1911
TOPIC    COUNT    PROB
----------------------
    9        4   0.456
    2        1   0.122
    6        1   0.122
   18        1   0.122

understood(9) match(9) presumption(9) take(18) place(9) engaged(6) daughter(2) 

DOC 1912
TOPIC    COUNT    PROB
----------------------
    0        1   0.220
    5        1   0.220
    7        1   0.220

reason(7) suppose(5) offer(0) 

DOC 1913
TOPIC    COUNT    PROB
----------------------
   11        2   0.525

hesitated(11) moment(11) 

DOC 1914
TOPIC    COUNT    PROB
----------------------
    7       12   0.295
    5       11   0.271
   18        7   0.173
    8        6   0.149
    9        2   0.051
   12        1   0.027

engagement(8) between(18) peculiar(7) kind(7) intended(18) each(7) favourite(7) hers(7) while(7) planned(18) union(5) moment(5) wishes(5) both(5) sisters(8) accomplished(5) marriage(5) prevented(7) woman(5) inferior(8) birth(18) importance(7) world(5) wholly(5) pay(8) regard(7) wishes(5) friends(9) engagement(8) de(18) bourgh(18) lost(5) feeling(7) propriety(12) delicacy(7) earliest(8) hours(9) destined(18) cousin(7) 

DOC 1915
TOPIC    COUNT    PROB
----------------------
   15        8   0.279
   18        7   0.245
    5        6   0.210
   12        2   0.072
   19        2   0.072
    0        1   0.038
    3        1   0.038

objection(0) marrying(5) nephew(5) certainly(15) kept(18) knowing(5) aunt(15) wished(15) marry(18) de(18) bourgh(18) both(5) marriage(5) depended(15) others(12) neither(5) honour(19) nor(18) inclination(12) confined(19) cousin(3) why(15) another(15) choice(18) choice(18) why(15) accept(15) 

DOC 1916
TOPIC    COUNT    PROB
----------------------
   19       10   0.439
    7        6   0.265
   12        4   0.178
   17        1   0.048

honour(19) decorum(7) prudence(7) nay(12) interest(7) forbid(19) interest(7) expect(19) noticed(19) friends(12) wilfully(19) act(19) against(12) slighted(17) despised(19) everyone(12) connected(19) alliance(7) disgrace(19) name(7) mentioned(19) 

DOC 1917
TOPIC    COUNT    PROB
----------------------
    6        4   0.256
    7        4   0.256
    0        2   0.131
   15        2   0.131
   18        1   0.069
   19        1   0.069

these(7) heavy(6) misfortunes(7) wife(18) extraordinary(0) sources(6) happiness(15) necessarily(6) attached(15) situation(0) upon(19) whole(6) cause(7) repine(7) 

DOC 1918
TOPIC    COUNT    PROB
----------------------
    4        6   0.244
    7        5   0.204
    2        3   0.124
    5        3   0.124
   15        2   0.084
   16        2   0.084
    3        1   0.044
   19        1   0.044

obstinate(4) headstrong(7) girl(7) ashamed(5) gratitude(7) attentions(7) spring(2) due(7) score(4) sit(16) down(16) understand(4) here(19) determined(15) resolution(15) carrying(4) purpose(2) nor(5) used(2) submit(4) person(4) habit(3) disappointment(5) 

DOC 1919
TOPIC    COUNT    PROB
----------------------
    5        2   0.300
    0        1   0.157
   12        1   0.157
   17        1   0.157

ladyship(17) situation(0) present(5) pitiable(12) effect(5) 

DOC 1920
TOPIC    COUNT    PROB
----------------------
    5        7   0.209
   18        6   0.179
    2        5   0.150
    4        5   0.150
    6        5   0.150
   19        3   0.091
   12        1   0.032

interrupted(2) hear(4) silence(6) daughter(2) nephew(5) formed(5) each(6) descended(5) side(6) same(4) noble(18) line(4) respectable(4) honourable(12) families(18) fortune(19) both(18) sides(4) splendid(18) destined(18) each(6) voice(5) houses(2) divide(5) pretensions(5) woman(19) connections(5) fortune(18) endured(2) sensible(2) quit(6) brought(19) 

DOC 1921
TOPIC    COUNT    PROB
----------------------
   18        6   0.555
    8        1   0.100
   10        1   0.100
   15        1   0.100

marrying(18) nephew(18) consider(15) quitting(8) gentleman(18) gentleman(18) daughter(18) far(18) equal(10) 

DOC 1922
TOPIC    COUNT    PROB
----------------------
    0        3   0.344
   19        3   0.344
    2        1   0.122

true(19) gentleman(0) daughter(2) uncles(0) imagine(19) ignorant(0) condition(19) 

DOC 1923
TOPIC    COUNT    PROB
----------------------
    5        4   0.683

whatever(5) connections(5) nephew(5) object(5) 

DOC 1924
TOPIC    COUNT    PROB
----------------------
    3        2   0.420
   14        1   0.220

tell(3) once(14) engaged(3) 

DOC 1925
TOPIC    COUNT    PROB
----------------------
    2        4   0.456
    3        1   0.122
    4        1   0.122
   16        1   0.122

mere(2) purpose(2) obliging(2) answered(2) question(4) moment(3) deliberation(16) 

DOC 1926
TOPIC    COUNT    PROB
----------------------



DOC 1927
TOPIC    COUNT    PROB
----------------------
    6        2   0.525

seemed(6) pleased(6) 

DOC 1928
TOPIC    COUNT    PROB
----------------------
    9        2   0.420
   12        1   0.220

promise(12) enter(9) engagement(9) 

DOC 1929
TOPIC    COUNT    PROB
----------------------
    7        1   0.275
   15        1   0.275

promise(15) kind(7) 

DOC 1930
TOPIC    COUNT    PROB
----------------------
    5        4   0.293
   13        4   0.293
    6        2   0.150
    1        1   0.079
   15        1   0.079

shocked(5) astonished(6) expected(6) find(13) reasonable(5) woman(13) deceive(13) yourself(1) belief(5) given(15) assurance(5) require(13) 

DOC 1931
TOPIC    COUNT    PROB
----------------------
   15       13   0.257
    5       11   0.218
    0       10   0.198
    7        6   0.120
   12        3   0.061
   14        3   0.061
   16        2   0.041
    2        1   0.022

certainly(15) anything(12) wholly(5) unreasonable(15) ladyship(5) wants(0) marry(0) daughter(2) giving(12) wished(15) promise(15) marriage(5) probable(0) supposing(14) attached(15) refusing(16) accept(15) hand(15) bestow(15) cousin(7) allow(0) arguments(15) supported(0) extraordinary(0) application(5) frivolous(7) application(5) ill(5) judged(0) widely(0) mistaken(7) character(0) worked(16) these(7) far(5) nephew(5) approve(12) interference(5) affairs(14) tell(14) certainly(15) right(5) concern(5) yourself(15) mine(0) beg(15) therefore(15) farther(7) subject(7) 

DOC 1932
TOPIC    COUNT    PROB
----------------------
   18        8   0.270
    8        6   0.203
   14        5   0.170
    0        4   0.137
   19        2   0.070
    6        1   0.037
   11        1   0.037
   12        1   0.037

hasty(11) please(12) means(19) objections(0) already(14) urged(8) still(14) another(14) add(0) stranger(18) particulars(14) youngest(8) infamous(18) elopement(0) marrying(18) business(8) uncles(0) girl(19) nephew(18) husband(18) son(18) late(18) steward(8) brother(8) heaven(14) thinking(18) pemberley(6) thus(8) 

DOC 1933
TOPIC    COUNT    PROB
----------------------
   15        4   0.513
    2        1   0.138
    8        1   0.138

further(15) answered(2) possible(15) method(15) beg(15) return(8) 

DOC 1934
TOPIC    COUNT    PROB
----------------------
    6        4   0.456
   10        2   0.233
   17        1   0.122

rose(6) spoke(6) rose(6) turned(10) back(10) ladyship(17) highly(6) 

DOC 1935
TOPIC    COUNT    PROB
----------------------
    0        4   0.293
    5        3   0.221
   19        3   0.221
    3        1   0.079
   15        1   0.079

regard(0) honour(19) credit(0) nephew(5) unfeeling(0) selfish(5) girl(19) consider(15) connection(0) disgrace(19) eyes(3) everybody(5) 

DOC 1936
TOPIC    COUNT    PROB
----------------------
    7        1   0.275
   14        1   0.275

further(14) sentiments(7) 

DOC 1937
TOPIC    COUNT    PROB
----------------------
   11        1   0.367

resolved(11) 

DOC 1938
TOPIC    COUNT    PROB
----------------------
    5        4   0.410
   19        3   0.310
    1        1   0.110

thing(1) resolved(5) act(19) opinion(19) happiness(5) person(5) wholly(5) unconnected(19) 

DOC 1939
TOPIC    COUNT    PROB
----------------------
   15        5   0.340
   19        4   0.273
   13        3   0.207
   12        1   0.073

refuse(13) oblige(13) refuse(13) claims(19) duty(15) honour(15) gratitude(15) determined(15) ruin(19) opinion(19) friends(15) contempt(12) world(19) 

DOC 1940
TOPIC    COUNT    PROB
----------------------
    5       19   0.682
   15        3   0.111
    6        2   0.075
   18        1   0.039
   19        1   0.039

neither(5) duty(15) nor(5) honour(15) nor(5) gratitude(15) possible(19) claim(18) present(5) instance(5) principle(5) either(6) marriage(5) regard(5) resentment(5) indignation(5) world(5) former(5) excited(5) marrying(5) moment(5) concern(5) world(5) general(5) sense(5) join(6) 

DOC 1941
TOPIC    COUNT    PROB
----------------------
   19       10   0.673
    0        1   0.073
    5        1   0.073
    8        1   0.073

real(19) opinion(19) act(19) imagine(19) gratified(19) try(19) hoped(8) find(19) reasonable(5) depend(19) upon(19) carry(0) point(19) 

DOC 1942
TOPIC    COUNT    PROB
----------------------
   11        4   0.241
   15        3   0.182
    2        2   0.124
    7        2   0.124
    3        1   0.065
    6        1   0.065
    9        1   0.065
   16        1   0.065

talked(3) door(11) carriage(11) turning(11) hastily(11) round(16) added(9) take(15) leave(15) send(2) compliments(2) deserve(15) attention(6) seriously(7) displeased(7) 

DOC 1943
TOPIC    COUNT    PROB
----------------------
   11        7   0.355
    1        5   0.255
   16        3   0.155
   10        2   0.105
    4        1   0.055

answer(10) attempting(10) persuade(1) ladyship(16) return(4) walked(11) quietly(11) carriage(11) drive(11) proceeded(11) stairs(16) impatiently(1) met(11) door(11) dressing(16) ask(1) why(1) rest(1) 

DOC 1944
TOPIC    COUNT    PROB
----------------------
    0        1   0.275
    2        1   0.275

choose(0) daughter(2) 

DOC 1945
TOPIC    COUNT    PROB
----------------------
   13        8   0.386
    9        7   0.338
    3        4   0.195

fine(3) looking(13) woman(13) calling(13) here(9) prodigiously(13) civil(3) suppose(13) tell(3) collinses(9) road(9) somewhere(9) dare(13) passing(3) through(9) meryton(9) call(9) suppose(13) particular(13) 

DOC 1946
TOPIC    COUNT    PROB
----------------------
   15        3   0.344
    5        2   0.233
    4        1   0.122
   10        1   0.122

forced(4) falsehood(5) here(15) acknowledge(15) substance(5) conversation(10) impossible(15) 

DOC 1947
TOPIC    COUNT    PROB
----------------------



DOC 1948
TOPIC    COUNT    PROB
----------------------
    9       17   0.267
    0       11   0.173
   15       11   0.173
   17       11   0.173
   10        6   0.095
    1        3   0.048
    4        1   0.017
   13        1   0.017
   14        1   0.017

discomposure(17) spirits(17) extraordinary(0) visit(17) threw(10) easily(0) overcome(17) nor(9) hours(9) learn(15) less(15) appeared(10) actually(15) taken(9) trouble(1) journey(17) rosings(17) sole(1) purpose(9) off(9) supposed(0) engagement(9) rational(0) scheme(9) report(9) engagement(9) loss(15) imagine(14) recollected(9) intimate(13) expectation(0) wedding(1) everybody(17) eager(15) another(15) supply(9) idea(0) forgotten(4) feel(0) marriage(0) bring(9) frequently(17) together(9) neighbours(9) lucas(17) lodge(17) therefore(15) through(9) communication(0) collinses(9) report(9) concluded(15) reached(10) set(15) down(10) almost(0) certain(15) immediate(15) looked(10) forward(10) possible(0) future(17) 

DOC 1949
TOPIC    COUNT    PROB
----------------------
    5       14   0.266
    0       12   0.228
   15       10   0.191
    3        4   0.077
   10        4   0.077
   11        3   0.058
    2        2   0.040
   12        2   0.040

expressions(0) help(5) feeling(0) uneasiness(0) possible(0) consequence(5) interference(0) resolution(15) prevent(0) marriage(0) occurred(5) application(5) nephew(5) take(15) similar(2) representation(15) evils(5) attached(15) connection(0) dared(3) pronounce(10) knew(5) exact(3) degree(5) affection(0) aunt(15) dependence(12) natural(11) suppose(5) higher(3) ladyship(5) certain(15) enumerating(0) marriage(5) whose(5) immediate(15) connections(5) unequal(0) aunt(15) address(10) side(11) notions(3) dignity(10) probably(2) feel(15) arguments(15) appeared(10) weak(0) ridiculous(12) contained(11) sense(5) 

DOC 1950
TOPIC    COUNT    PROB
----------------------
    9        4   0.195
    8        3   0.148
   15        3   0.148
    4        2   0.100
   10        2   0.100
   18        2   0.100
    1        1   0.052
    5        1   0.052
   19        1   0.052

seemed(10) likely(19) advice(4) entreaty(4) near(9) relation(18) settle(1) doubt(18) determine(15) once(8) happy(15) dignity(10) case(15) return(8) through(5) town(9) engagement(9) coming(9) netherfield(8) 

DOC 1951
TOPIC    COUNT    PROB
----------------------
   15        5   0.300
    9        3   0.182
    4        2   0.124
    0        1   0.065
